127
YAR014C	166742	168865	166339	2	1	99	95
YAR015W	169369	170289	168865	1	1	100	96
YAR018C	170390	171697	170289	2	1	101	97
YAR019C	172208	175132	171697	2	1	102	98
YAR019W-A	174995	175339	175132	1	1	103	99
YAR020C	176853	177020	175339	2	1	104	100
YAR023C	179278	179817	177020	2	1	105	101
tL(CAA)A	181134	181247	179817	1	2	106	102
tS(AGA)A	182515	182596	181247	2	1	108	103
YAR027W	183763	184470	182596	1	1	109	104
YAR028W	184885	185589	184470	1	1	110	105
YAR029W	186314	186538	185589	1	1	111	106
YAR030C	186505	186846	186538	2	1	112	107
YAR031W	186829	187725	186846	1	1	113	108
YAR033W	188100	188804	187725	1	1	114	109
YAR035W	190186	192249	188804	1	1	115	110
YAR035C-A	192330	192410	192249	2	1	116	111
YAR042W	192612	196178	192410	1	1	117	112
YAR047C	201459	201779	196178	2	1	118	113
YAR050W	203393	208006	201779	1	1	119	114
YAR053W	208357	208653	208006	1	1	120	115
YAR060C	217147	217482	208653	2	1	121	116
YAR061W	218130	218333	217482	1	1	122	117
YAR062W	218539	219135	218333	1	1	123	118
YAR064W	220188	220487	219135	1	1	124	119
YAR066W	221039	221650	220487	1	1	125	120
YAR068W	222396	222881	221650	1	1	126	121
YAR069C	224001	224294	222881	2	1	127	122
YAR070C	224553	224852	224294	2	1	128	123
YAR071W	225450	226853	224852	1	1	129	124
YAR073W	227732	228943	226853	1	1	130	125
YAR075W	228834	229307	228943	1	1	131	126
