id_gen	symbol	log2FC_GCAt_vs_GCAn	adj-p-value_GCAt_vs_GCAn	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000087586	AURKA	1.04219548216129	8.435146575527286e-16	0.521321666666692	1.5023639030448684e-06	SUMOylation of DNA replication proteins, Metabolism of proteins, Transcriptional Regulation by TP53, Generic Transcription Pathway, TP53 Regulates Transcription of Cell Cycle Genes, Gene expression (Transcription), FBXL7 down-regulates AURKA during mitotic entry and in early mitosis, TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest, Mitotic G2-G2/M phases, APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1, RNA Polymerase II Transcription, Cell Cycle, Interaction between PHLDA1 and AURKA, AURKA Activation by TPX2, SUMOylation, Regulation of PLK1 Activity at G2/M Transition, Regulation of TP53 Activity, Cell Cycle, Mitotic, APC/C-mediated degradation of cell cycle proteins, Regulation of TP53 Activity through Phosphorylation, Regulation of mitotic cell cycle, SUMO E3 ligases SUMOylate target proteins, Post-translational protein modification, G2/M Transition	anterior/posterior axis specification, cell division, protein localization to centrosome, mitotic centrosome separation, regulation of G2/M transition of mitotic cell cycle, liver regeneration, proteasome-mediated ubiquitin-dependent protein catabolic process, mitotic spindle organization, positive regulation of oocyte maturation, regulation of centrosome cycle, peptidyl-serine phosphorylation, centrosome localization, cilium disassembly, apoptotic process, regulation of protein stability, protein autophosphorylation, negative regulation of protein binding, negative regulation of apoptotic process, protein phosphorylation, regulation of signal transduction by p53 class mediator, positive regulation of mitochondrial fission, chromatin remodeling, regulation of cytokinesis, neuron projection extension, positive regulation of mitotic cell cycle, negative regulation of gene expression, response to wounding, positive regulation of proteasomal ubiquitin-dependent protein catabolic process, G2/M transition of mitotic cell cycle, spindle organization, positive regulation of mitotic nuclear division, mitotic cell cycle, spindle assembly involved in female meiosis I	protein serine/threonine kinase activity, ubiquitin protein ligase binding, protein kinase activity, protein heterodimerization activity, protein serine kinase activity, ATP binding, protein kinase binding, protein serine/threonine/tyrosine kinase activity, protein binding, molecular function activator activity, histone H3S10 kinase activity	chromosome passenger complex, mitotic spindle, nucleus, basolateral plasma membrane, centrosome, kinetochore, glutamatergic synapse, ciliary basal body, midbody, spindle midzone, pronucleus, cytosol, spindle microtubule, spindle pole centrosome, spindle, centriole, germinal vesicle, nucleoplasm, meiotic spindle, axon hillock, microtubule cytoskeleton, mitotic spindle pole, postsynaptic density, perinuclear region of cytoplasm
ENSG00000112208	BAG2	0.0701106584838671	0.7699499924113608	1.5154107361111286	4.955339101590736e-12	Regulation of HSF1-mediated heat shock response, Cellular responses to stress, Cellular responses to stimuli, Cellular response to heat stress	negative regulation of protein ubiquitination, protein stabilization, positive regulation of proteasomal protein catabolic process, protein metabolic process, negative regulation of ubiquitin protein ligase activity, positive regulation of protein processing, negative regulation of protein binding, protein folding, positive regulation of proteasomal ubiquitin-dependent protein catabolic process	heat shock protein binding, ubiquitin protein ligase binding, protein-folding chaperone binding, transmembrane transporter binding, identical protein binding, adenyl-nucleotide exchange factor activity, tau protein binding, protein binding	cytosol, microtubule, dendrite, protein folding chaperone complex, axon, dendritic microtubule
ENSG00000095739	BAMBI	1.2413810844838675	8.889681412404595e-11	0.8282409722222459	1.8681736433180333e-06	Signaling by TGFB family members, Signal Transduction, Downregulation of TGF-beta receptor signaling, TGF-beta receptor signaling activates SMADs, Signaling by TGF-beta Receptor Complex	negative regulation of transforming growth factor beta receptor signaling pathway, negative regulation of BMP signaling pathway, cell migration, positive regulation of protein binding, positive regulation of canonical Wnt signaling pathway, positive regulation of epithelial to mesenchymal transition, positive regulation of DNA-templated transcription, negative regulation of osteoblast differentiation, regulation of cell shape, positive regulation of cell population proliferation, transforming growth factor beta receptor signaling pathway	frizzled binding, protein binding, type II transforming growth factor beta receptor binding	plasma membrane, cytoplasm
ENSG00000182492	BGN	1.7824062760000023	1.2452441449093384e-30	1.6490506250000283	1.6589241675886338e-33	Defective B3GALT6 causes EDSP2 and SEMDJL1, Metabolism of carbohydrates, Diseases of glycosylation, Defective CHST3 causes SEDCJD, Defective CHSY1 causes TPBS, Heparan sulfate/heparin (HS-GAG) metabolism, Dermatan sulfate biosynthesis, Chondroitin sulfate biosynthesis, Defective B4GALT7 causes EDS, progeroid type, Glycosaminoglycan metabolism, Diseases associated with glycosaminoglycan metabolism, A tetrasaccharide linker sequence is required for GAG synthesis, Extracellular matrix organization, Diseases of metabolism, Disease, Defective B3GAT3 causes JDSSDHD, Metabolism, CS/DS degradation, Chondroitin sulfate/dermatan sulfate metabolism, Defective CHST14 causes EDS, musculocontractural type, ECM proteoglycans	articular cartilage development, biological_process, peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan, bone development	extracellular matrix structural constituent, extracellular matrix binding, cytokine binding, extracellular matrix structural constituent conferring compression resistance, glycosaminoglycan binding, protein binding	lysosomal lumen, collagen-containing extracellular matrix, Golgi lumen, extracellular exosome, extracellular region, cell surface, extracellular matrix, sarcolemma, transport vesicle, extracellular space
ENSG00000089685	BIRC5	0.6326800452903241	2.931615287075145e-13	0.3833886388889098	1.5090110844598522e-05	SUMOylation of DNA replication proteins, M Phase, RHO GTPase Effectors, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, EML4 and NUDC in mitotic spindle formation, Metabolism of proteins, TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain, Transcriptional Regulation by TP53, Immune System, Generic Transcription Pathway, Signaling by Interleukins, Gene expression (Transcription), Mitotic Anaphase, Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal, Resolution of Sister Chromatid Cohesion, RNA Polymerase II Transcription, RHO GTPases Activate Formins, Interleukin-4 and Interleukin-13 signaling, Cell Cycle, Mitotic Spindle Checkpoint, Neddylation, Cell Cycle Checkpoints, Signal Transduction, Mitotic Prometaphase, SUMOylation, Amplification of signal from the kinetochores, TP53 Regulates Transcription of Cell Death Genes, Separation of Sister Chromatids, Cell Cycle, Mitotic, Signaling by Rho GTPases, SUMO E3 ligases SUMOylate target proteins, Mitotic Metaphase and Anaphase, Post-translational protein modification, Cytokine Signaling in Immune system	negative regulation of apoptotic process, protein phosphorylation, protein-containing complex localization, sensory perception of sound, positive regulation of mitotic cell cycle spindle assembly checkpoint, positive regulation of attachment of mitotic spindle microtubules to kinetochore, mitotic spindle midzone assembly, mitotic cytokinesis, positive regulation of protein phosphorylation, mitotic cell cycle, negative regulation of DNA-templated transcription, positive regulation of mitotic cytokinesis, apoptotic process, negative regulation of peptidase activity, positive regulation of cell population proliferation, positive regulation of mitotic sister chromatid separation, mitotic spindle organization	small GTPase binding, protein-folding chaperone binding, enzyme binding, identical protein binding, metal ion binding, cysteine-type endopeptidase inhibitor activity, microtubule binding, protein binding	cytosol, midbody, chromosome, centromeric region, microtubule, chromosome passenger complex, nucleus, nucleoplasm, survivin complex, nuclear chromosome, cytoplasm, microtubule cytoskeleton, spindle, kinetochore
ENSG00000156970	BUB1B	1.3534816665967735	4.496908701467654e-20	1.079924722222242	3.835040959881029e-13	M Phase, RHO GTPase Effectors, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins, EML4 and NUDC in mitotic spindle formation, APC-Cdc20 mediated degradation of Nek2A, APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint, Mitotic Anaphase, Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal, Inactivation of APC/C via direct inhibition of the APC/C complex, Cdc20:Phospho-APC/C mediated degradation of Cyclin A, Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components, Resolution of Sister Chromatid Cohesion, APC/C:Cdc20 mediated degradation of mitotic proteins, RHO GTPases Activate Formins, Cell Cycle, Mitotic Spindle Checkpoint, Cell Cycle Checkpoints, Signal Transduction, Mitotic Prometaphase, Amplification of signal from the kinetochores, Separation of Sister Chromatids, Cell Cycle, Mitotic, Signaling by Rho GTPases, APC/C-mediated degradation of cell cycle proteins, Regulation of mitotic cell cycle, Regulation of APC/C activators between G1/S and early anaphase, Mitotic Metaphase and Anaphase	cell division, protein localization to chromosome, centromeric region, meiotic sister chromatid cohesion, centromeric, apoptotic process, metaphase/anaphase transition of mitotic cell cycle, mitotic spindle assembly checkpoint signaling, phosphorylation, negative regulation of ubiquitin-protein transferase activity	protein serine/threonine kinase activity, protein kinase activity, protein serine kinase activity, ATP binding, protein binding	kinetochore, cytosol, nucleus, outer kinetochore, perinuclear region of cytoplasm, microtubule organizing center, anaphase-promoting complex, mitotic checkpoint complex, spindle, cytoplasm
ENSG00000173369	C1QB	1.36502732817742	8.89260352231378e-13	1.215932083333369	5.003166900210037e-11	Creation of C4 and C2 activators, Complement cascade, Innate Immune System, Classical antibody-mediated complement activation, Initial triggering of complement, Immune System, Regulation of Complement cascade	complement activation, classical pathway, innate immune response, complement activation, synapse pruning		collagen-containing extracellular matrix, synapse, blood microparticle, extracellular region, complement component C1q complex, collagen trimer, complement component C1 complex, postsynapse
ENSG00000244731	C4A	0.9987752141048424	5.823839696600698e-12	0.8223275972222481	7.353908923382204e-08	Complement cascade, Innate Immune System, Metabolism of proteins, Initial triggering of complement, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), Immune System, Activation of C3 and C5, Post-translational protein modification, Post-translational protein phosphorylation, Regulation of Complement cascade	innate immune response, inflammatory response, complement activation, classical pathway, positive regulation of apoptotic cell clearance, complement activation	complement component C1q complex binding, endopeptidase inhibitor activity	synapse, extracellular exosome, dendrite, blood microparticle, neuronal cell body, extracellular region, axon, endoplasmic reticulum lumen, plasma membrane, extracellular space
ENSG00000224389	C4B	0.9987752141048424	5.823839696600698e-12	0.8223275972222481	7.353908923382204e-08	Complement cascade, Innate Immune System, Metabolism of proteins, Initial triggering of complement, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), Immune System, Activation of C3 and C5, Post-translational protein modification, Post-translational protein phosphorylation, Regulation of Complement cascade	innate immune response, inflammatory response, opsonization, complement activation, classical pathway, positive regulation of apoptotic cell clearance, detection of molecule of bacterial origin, complement activation	carbohydrate binding, complement binding, endopeptidase inhibitor activity	synapse, extracellular exosome, dendrite, blood microparticle, symbiont cell surface, extracellular region, axon, plasma membrane, extracellular space
ENSG00000122786	CALD1	0.2738934127258092	0.1082223794548393	1.2667646944444746	7.740376031413673e-12	Smooth Muscle Contraction, Muscle contraction	actin filament bundle assembly, muscle contraction, angiogenesis	calmodulin binding, myosin binding, actin binding, cadherin binding, tropomyosin binding, protein binding	cytosol, myofibril, actin cytoskeleton, cytoskeleton, plasma membrane, actin cap
ENSG00000129007	CALML4	0.8657793010161283	5.491653377521456e-10	0.5579115694444727	0.0010627709732365			enzyme regulator activity, calcium ion binding	
ENSG00000162545	CAMK2N1	1.2338902853064528	1.629705728002507e-11	1.3429281250000322	1.4456701790782015e-14		negative regulation of protein kinase activity, positive regulation of inflammatory response, long-term memory	protein kinase binding, calcium-dependent protein kinase inhibitor activity	dendrite, postsynaptic density, cellular_component, synapse
